entry;name;Number
906;Tan Leather Shoulderpads (Test);2
907;Black Mail Shoulderpads of might (Test);2
908;Plate Shoulderpad (Test);2
909;Silver Mail Shoulderpads (Test);2
910;An Undelivered Letter;10
911;Ironwood Treebranch;3
913;Huge Ogre Sword;3
914;Large Ogre Chain Armor;8
915;Red Silk Bandana;4
916;A Torn Journal Page;10
917;Deprecated Shadow Leather Armor;2
918;Deviate Hide Pack;4
920;Wicked Spiked Mace;3
921;A Faded Journal Page;10
922;Dacian Falx;3
923;Longsword;3
924;Maul;3
925;Flail;3
926;Battle Axe;3
927;Double Axe;3
928;Long Staff;3
929;Healing Potion;2
930;Deprecated Deep Pocket Pouch;2
931;Deprecated Heavy Brown Sack;2
932;Fel Steed Saddlebags;8
933;Large Rucksack;2
934;Stalvan's Reaper;9
935;Night Watch Shortsword;8
936;Midnight Mace;11
937;Black Duskwood Staff;9
938;Muddy Journal Pages;10
939;A Bloodstained Journal Page;10
940;Robes of Insight;11
941;Deprecated Speedstone;11
942;Freezing Band;13
943;Warden Staff;11
944;Elemental Mage Staff;14
945;Shadow Sword;14
948;Nature Sword;14
951;Tome of Whirlwind (TEST);14
954;Scroll of Strength;1
955;Scroll of Intellect;1
956;Deprecated Area Trigger Flag - Jasperlode mine;1
957;William's Shipment;6
958;Deprecated Area Trigger Flag - Darkhollow Mine;1
960;Deprecated Area Trigger Flag - Fargodeep;1
961;Healing Herb;1
962;Pork Belly Pie;1
964;Deprecated Red Linen Shirt;1
965;Deprecated Red Linen Sack;1
966;Tome of Frost Shield;1
967;Tome of Frost Ward;29
968;Tome of Fire Blast;1
973;Tome of Fireball II;2
974;Tome of Frost Armor II;1
975;Tome of Chains of Ice;1
976;Tome of Remove Curse;2
980;Tome of Frost Shield II;2
981;Bernice's Necklace;1
983;Red Linen Sash;1
985;Tome of Khadgar's Unlocking;2
986;Tome of Frostbolt II;1
989;Tome of Frost Nova;1
992;Tome of Fireball III;2
994;Tome of Ice Armor;5
996;Ring of Righteous Flame (TEST);5
997;Fire Sword of Crippling;5
1002;Tome of Lesser Invisibility;5
1004;Tome of Chains of Ice II;5
1006;Brass Collar;1
1008;Well-used Sword;1
1009;Compact Hammer;1
1010;Gnarled Short Staff;1
1011;Sharp Axe;1
1013;Iron Rivet;7
1014;Large Moneybag (old);1
1015;Lean Wolf Flank;8
1016;Deprecated Lurker Leg;1
1017;Seasoned Wolf Kabob;8
1018;Chows Blade of DOOM! (Test);2
1019;Red Linen Bandana;1
1020;Leather Helmet D (Test);1
1021;Leather Helmet A (test);1
1022;Mail Helmet D (test);1
1023;Mail Helmet C (test);1
1024;Plate Helmet D2 (test);1
1025;Plate Helmet D1 (Test);1
1026;Plate Helmet D3 (test);1
1027;Mail Helmet A (Test);1
1028;Deprecated Dented Skullcap;2
1029;Tablet of Serpent Totem;1
1030;Tablet of Unyielding Will;1
1031;Tablet of Molten Blast;1
1032;Tablet of Agitating Totem;1
1033;Tablet of Nullify Poison;2
1034;Tablet of Undying Strength;2
1035;Tablet of Call Spirit;1
1036;Tablet of Nullify Disease;2
1037;Tablet of Lightning Bolt II;1
1038;Tablet of Restoration II;1
1041;Horn of the Black Wolf;11
1042;Deprecated Summon Winter Wolf (Mount);11
1043;Deprecated Summon Redwolf (Mount);11
1044;Deprecated Summon Brown Wolf (Mount);11
1046;Deprecated Light Blunderbuss;10
1047;Deprecated Heavy Blunderbuss;10
1048;Tablet of Lightning Shield II;10
1049;Tablet of Purge;10
1052;Tablet of Spirit Armor II;10
1053;Tablet of Molten Blast II;10
1057;Tablet of Restoration III;10
1058;Tablet of Lightning Bolt III;10
1061;Tablet of Nullify Poison II;10
1063;Tablet of Nullify Disease II;10
1072;Full Moonshine;1
1074;Hard Spider Leg Tip;3
1075;Shadowhide Pendant;2
1076;Defias Renegade Ring;7
1077;Defias Mage Ring;8
1078;Deprecated Writ of Lakeshire;3
1080;Tough Condor Meat;8
1081;Crisp Spider Meat;8
1082;Redridge Goulash;8
1083;Glyph of Azora;2
1084;Codex of Renew;1
1085;Codex of Mind Vision;2
1086;Codex of Inner Fire;2
1087;Codex of Shadow Word: Pain;1
1088;Codex of Renew II;2
1089;Codex of Nullify Disease;2
1090;Codex of Resurrection;1
1091;Codex of Holy Smite II;1
1092;Codex of Lesser Heal II;1
1093;Codex of Remove Curse;2
1095;Codex of Dispel Magic;2
1096;Codex of Shadow Word: Pain II;1
1099;Deprecated Codex of Sustenance II;2
1100;Codex of Holy Smite III;2
1101;Codex of Renew V;6
1102;Codex of Lesser Heal III;1
1105;Codex of Renew VI;10
1108;Codex of Renew III;2
1109;Codex of Dominate;5
1111;Codex of Sleep;1
1112;Codex of Holy Word: Fortitude II;2
1113;Conjured Bread;1
1114;Conjured Rye;1
1115;Deprecated Ragged Scalp;2
1116;Ring of Pure Silver;3
1117;Monster - Item, Fishing Pole;1
1119;Bottled Spirits;1
1121;Feet of the Lynx;8
1122;Deprecated Amulet of the White Stallion;11
1123;Deprecated Amulet of the Pinto;11
1124;Deprecated Amulet of the Palomino;11
1125;Deprecated Amulet of the Nightmare;11
1127;Flash Bundle;3
1128;Deprecated [PH] Redridge Rye;1
1129;Ghoul Fang;3
1130;Vial of Spider Venom;3
1131;Totem of Infliction;3
1132;Horn of the Timber Wolf;11
1133;Horn of the Winter Wolf;11
1134;Horn of the Gray Wolf;11
1136;Libram: Divine Favor II;10
1138;Libram: Divine Favor;10
1139;Libram: Cleanse;10
1141;Libram: Holy Light II;10
1144;Libram: Divine Shield;10
1146;Libram: Resurrection;10
1149;Libram: Seal of Might II;10
1150;Libram: Purify;10
1151;Libram: Holy Light III;10
1154;Belt of the People's Militia;1
1155;Rod of the Sleepwalker;10
1156;Lavishly Jeweled Ring;4
1157;Deprecated Militia Handaxe;2
1158;Solid Metal Club;1
1159;Militia Quarterstaff;1
1161;Militia Shortsword;1
1162;Pirates Patch (Test);1
1163;Dwarven Explorer's Monocle (Test);1
1164;Sam's Tome;1
1165;Test Food;1
1166;Dented Buckler;1
1167;Small Targe;1
1168;Skullflame Shield;13
1169;Blackskull Shield;11
1170;Deprecated Brown Leather Vest;11
1171;Well-stitched Robe;1
1172;Grayson's Torch;2
1173;Weather-worn Boots;1
1174;Deprecated Light Soldier Boots;1
1175;A Gold Tooth;1
1176;Smelling Salts;1
1177;Oil of Olaf;6
1178;Explosive Rocket;6
1179;Ice Cold Milk;1
1180;Scroll of Stamina;1
1181;Scroll of Spirit;1
1182;Brass-studded Bracers;1
1183;Elastic Wristguards;1
1184;Deprecated Scarlet Badge;1
1186;Deprecated Gnoll Taskmaster Whip;6
1187;Spiked Collar;8
1189;Overseer's Ring;2
1190;Overseer's Cloak;2
1191;Bag of Marbles;1
1192;Deprecated Overseer's Helm;2
1193;Banded Buckler;2
1194;Bastard Sword;1
1195;Kobold Mining Shovel;1
1196;Tabar;2
1197;Giant Mace;2
1198;Claymore;2
1199;Charged Soulstone;1
1200;Large Wooden Shield;1
1201;Dull Heater Shield;1
1202;Wall Shield;2
1203;Aegis of Stormwind;13
1204;The Green Tower;11
1205;Melon Juice;2
1206;Moss Agate;7
1207;Murphstar;9
1208;Maybell's Love Letter;1
1210;Shadowgem;7
1211;Gnoll War Harness;2
1212;Gnoll Spittle;2
1213;Gnoll Kindred Bracers;2
1214;Gnoll Punisher;2
1215;Support Girdle;8
1216;Frost Bracers;11
1217;Unknown Reward;1
1218;Heavy Gnoll War Club;2
1219;Redridge Machete;2
1220;Lupine Axe;2
1221;Underbelly Whelp Scale;2
1222;Broken Tooth;1
1224;Grimoire of Sense Demons;2
1228;Grimoire of Blood Boil;1
1229;Grimoire of Create Soulstone;2
1231;Grimoire of Shadow Bolt II;1
1232;Grimoire of Demon Skin II;1
1238;Grimoire of Fear;1
1239;Grimoire of Siphon Mana;5
1243;Grimoire of Shadow Bolt III;2
1244;Grimoire of Demon Armor;2
1245;Grimoire of Immolate II;1
1246;Grimoire of Demon Breath;2
1250;Grimoire of Detect Lesser Invisibility;5
1251;Linen Bandage;6
1252;Gramma Stonefield's Note;1
1253;Deprecated Summoned Lockpick;1
1254;Lesser Firestone;1
1255;Deprecated Conjured Mana Gem;2
1256;Crystal Kelp Frond;1
1257;Invisibility Liquor;1
1258;Bind On Use Test Item;6
1259;JYoo test item;1
1260;Tharil'zun's Head;2
1261;Midnight Orb;2
1262;Keg of Thunderbrew Lager;1
1263;Brain Hacker;13
1264;Headbasher;7
1265;Scorpion Sting;9
1266;Deprecated Orcslayer;6
1267;Deprecated Cask of Merlot;6
1268;Deprecated Bottle of Moonshine;6
1269;Deprecated Skin of Sweet Rum;6
1270;Finely Woven Cloak;5
1272;Deprecated Fine Spun Mantle;2
1273;Forest Chain;3
1274;Hops;1
1275;Deputy Chain Coat;23
1276;Fire Hardened Buckler;2
1279;Deprecated Soft Leather Hood;1
1280;Cloaked Hood;10
1281;Deprecated Quiver (TEST);6
1282;Sparkmetal Coif;5
1283;Verner's Note;2
1284;Crate of Horseshoes;2
1287;Giant Tarantula Fang;2
1288;Large Venom Sac;7
1292;Butcher's Cleaver;8
1293;The State of Lakeshire;3
1294;The General's Response;3
1296;Blackrock Mace;2
1297;Robes of the Shadowcaster;8
1298;Deprecated Night Mage Wristguards;5
1299;Lesser Belt of the Spire;2
1300;Lesser Staff of the Spire;2
1302;Black Whelp Gloves;2
1303;Bridgeworker's Gloves;7
1304;Riding Gloves;7
1306;Wolfmane Wristguards;17
1307;Gold Pickup Schedule;1
1309;Oslow's Toolbox;7
1310;Smith's Trousers;7
1311;Deprecated Oslow's Wood Cutter;1
1312;Deprecated Oslow's Hammer;1
1313;Deprecated Oslow's Ice Pick;1
1314;Ghoul Fingers;2
1315;Lei of Lilies;13
1317;Hardened Root Staff;7
1318;Night Reaver;8
1319;Ring of Iron Will;2
1321;Deprecated Broiled Sunfish;1
1322;Fishliver Oil;8
1323;Deprecated [PH] Recipe: Broiled Sunfish;1
1324;Deprecated Parker's Lunch;1
1325;Daffodil Bouquet;2
1326;Sauteed Sunfish;2
1327;Wiley's Note;4
1328;Book of Faerie Fire;2
1332;Book of Cure Poison;2
1334;Book of Rejuvenation II;1
1335;Deprecated Book of Nullify Disease;2
1339;Book of Entangling Roots;1
1341;Book of Moonfire;1
1349;Abercrombie's Crate;6
1350;Deprecated Hex Doll;1
1351;Fingerbone Bracers;8
1352;Cracked Skull Mortar;2
1353;Shaw's Report;4
1354;Deprecated Homespun Shawl;1
1355;Buckskin Cape;2
1356;Commendation - Elwynn Forest;1
1357;Captain Sander's Treasure Map;7
1358;A Clue to Sander's Treasure;7
1359;Lion-stamped Gloves;1
1360;Stormwind Chain Gloves;1
1361;Another Clue to Sander's Treasure;7
1362;Final Clue to Sander's Treasure;7
1363;Deprecated Captain Sander's Eyepatch;1
1364;Ragged Leather Vest;1
1366;Ragged Leather Pants;1
1367;Ragged Leather Boots;1
1368;Ragged Leather Gloves;1
1369;Ragged Leather Belt;1
1370;Ragged Leather Bracers;1
1371;Deprecated Ragged Leather Shoulderpads;1
1372;Ragged Cloak;1
1374;Frayed Shoes;1
1376;Frayed Cloak;1
1377;Frayed Gloves;1
1378;Frayed Pants;1
1379;Deprecated Frayed Shoulderpads;1
1380;Frayed Robe;1
1381;A Mysterious Message;4
1382;Rock Mace;1
1383;Stone Tomahawk;1
1384;Dull Blade;1
1385;Deprecated Farmer's Maul;1
1386;Thistlewood Axe;1
1387;Ghoulfang;2
1388;Crooked Staff;1
1389;Kobold Mining Mallet;1
1391;Riverpaw Mystic Staff;2
1392;Deprecated Wristguards of the Fen Warden;2
1394;Driftwood Club;2
1395;Apprentice's Pants;1
1396;Acolyte's Pants;1
1397;Deprecated Orc Acolyte's Pants;1
1398;Deprecated Dwarven Novice's Pants;1
1399;Magic Candle;1
1400;Swiftfeather Token;1
1401;Green Tea Leaf;2
1402;Brimstone;1
1403;Deprecated Capstone;6
1404;Tidal Charm;11
1405;Foamspittle Staff;2
1406;Pearl-encrusted Spear;2
1407;Solomon's Plea to Westfall;3
1408;Stoutmantle's Response to Solomon;3
1409;Solomon's Plea to Darkshire;3
1410;Ebonlocke's Response to Solomon;3
1411;Withered Staff;1
1412;Crude Bastard Sword;1
1413;Feeble Sword;1
1414;Cracked Sledge;1
1415;Carpenter's Mallet;1
1416;Rusty Hatchet;1
1417;Beaten Battle Axe;1
1418;Worn Leather Belt;1
1419;Worn Leather Boots;1
1420;Worn Leather Bracers;1
1421;Worn Hide Cloak;1
1422;Worn Leather Gloves;1
1423;Worn Leather Pants;1
1424;Deprecated Worn Leather Shoulderpads;1
1425;Worn Leather Vest;1
1427;Patchwork Shoes;1
1429;Patchwork Cloak;1
1430;Patchwork Gloves;1
1431;Patchwork Pants;1
1432;Deprecated Patchwork Cloth Shoulderpads;1
1433;Patchwork Armor;1
1434;Glowing Wax Stick;6
1435;Deprecated Bridge Worker's Yoke;1
1436;Frontier Britches;8
1438;Warrior's Shield;1
1440;Gnoll Skull Basher;2
1443;Jeweled Amulet of Cainwyn;13
1444;Deprecated Inferno Stone;13
1445;Blackrock Pauldrons;3
1446;Blackrock Boots;2
1447;Ring of Saviors;11
1448;Blackrock Gauntlets;2
1449;Minor Channeling Ring;2
1450;Potion of Fervor;2
1451;Bottle of Zombie Juice;6
1453;Spectral Comb;6
1454;Axe of the Enforcer;10
1455;Blackrock Champion's Axe;3
1457;Shadowhide Mace;2
1458;Shadowhide Maul;3
1459;Shadowhide Scalper;3
1460;Shadowhide Two-handed Sword;2
1461;Slayer's Battle Axe;3
1462;Ring of the Shadow;11
1464;Buzzard Talon;2
1465;Tigerbane;9
1467;Spotted Sunfish;8
1468;Murloc Fin;8
1469;Scimitar of Atun;2
1470;Murloc Skin Bag;10
1472;Deprecated Polished Lakestone Charm;6
1473;Riverside Staff;7
1475;Small Venom Sac;1
1476;Snapped Spider Limb;1
1477;Scroll of Agility II;3
1478;Scroll of Protection II;2
1479;Salma's Oven Mitts;7
1480;Fist of the People's Militia;2
1481;Grimclaw;10
1482;Shadowfang;8
1483;Face Smasher;8
1484;Witching Stave;8
1485;Pitchfork;3
1486;Tree Bark Jacket;10
1487;Conjured Pumpernickel;3
1488;Avenger's Armor;9
1489;Gloomshroud Armor;8
1490;Guardian Talisman;12
1491;Ring of Precision;10
1492;Deprecated Recipe: Murloc Fin Soup;2
1493;Heavy Marauder Scimitar;5
1495;Calico Shoes;1
1497;Calico Cloak;1
1498;Calico Gloves;1
1499;Calico Pants;1
1500;Deprecated Calico Shoulderpads;1
1501;Calico Tunic;1
1502;Warped Leather Belt;1
1503;Warped Leather Boots;1
1504;Warped Leather Bracers;1
1505;Warped Cloak;1
1506;Warped Leather Gloves;1
1507;Warped Leather Pants;1
1508;Deprecated Patched Leather Shoulderpads;1
1509;Warped Leather Vest;1
1510;Heavy Hammer;1
1511;Commoner's Sword;1
1512;Crude Battle Axe;1
1513;Old Greatsword;1
1514;Rusty Warhammer;1
1515;Rough Wooden Staff;1
1516;Worn Hatchet;1
1518;Ghost Hair Comb;6
1519;Bloodscalp Ear;10
1520;Troll Sweat;10
1521;Lumbering Ogre Axe;11
1522;Headhunting Spear;10
1523;Huge Stone Club;10
1524;Skullsplitter Tusk;10
1527;Deprecated Fistful of Hay;1
1528;Handful of Oats;1
1529;Jade;9
1532;Shrunken Head;11
1533;Deprecated Bloodscalp Idol;5
1534;Libram: Holy Light IV;2
1535;Deprecated Bloodscalp Vest;6
1536;Libram: Seal of Wrath;5
1537;Old Blanchy's Feed Pouch;1
1539;Gnarled Hermit's Staff;2
1544;Deprecated Candle of Black Smoke;1
1545;Deprecated Mantle of the Seas;1
1547;Shield of the Faith;5
1554;Tome of Frostbolt III;2
1557;Buckler of the Seas;2
1559;Tome of Arcane Missiles II;2
1560;Bluegill Sandals;3
1561;Harvester's Robe;2
1566;Edge of the People's Militia;2
1567;Tome of Khadgar's Unlocking II;5
1568;Tome of Water Elemental;5
1571;Tome of Frost Nova II;5
1574;Tome of Fire Ward;2
1588;Tablet of Molten Blast III;2
1589;Tablet of Spirit Armor III;5
1591;Tablet of Lightning Shield III;2
1596;Ghost Hair Thread;6
1597;Tablet of Lightning Storm;2
1598;Rot Blossom;6
1599;Deprecated [PH] Recipe: Zombie Juice;1
1602;Sickle Axe;9
1603;Tablet of Call Spirit II;10
1604;Chromatic Sword;11
1607;Soulkeeper;13
1608;Skullcrusher Mace;11
1612;Deprecated Skullsplitter Idol;11
1613;Spiritchaser Staff;10
1619;Tablet of Lightning Storm II;10
1622;Deprecated Foreman's Whip;10
1623;Raptor Skin Pouch;10
1624;Skullsplitter Helm;11
1625;Exquisite Flamberge;10
1630;Broken Electro-lantern;10
1637;Letter to Ello;6
1638;Deprecated Thornstone Chunk;1
1639;Grinning Axe;11
1640;Monstrous War Axe;10
1641;Codex of Shadow Word: Pain III;10
1645;Moonberry Juice;6
1648;Codex of Heal IV;6
1649;Deprecated Ham Sandwich;6
1651;Codex of Holy Word: Shield VI;10
1652;Sturdy Lunchbox;10
1654;Deprecated Strangleslash Metal;1
1655;Deprecated Codex of Sustenance III;5
1656;Translated Letter;6
1657;Codex of Resurrection II;5
1658;Codex of Shadow Word: Pain IV;5
1659;Engineering Gloves;10
1663;Deprecated Stranglethorn Mine Map;6
1664;Spellforce Rod;10
1672;Deprecated Ogre Head;10
1676;Codex of Sleep II;10
1677;Drake-scale Vest;11
1678;Black Ogre Kickers;10
1679;Korg Bat;10
1680;Headchopper;11
1681;Grimoire of Cripple;2
1684;Deprecated Totemic Headpiece;10
1685;Troll-hide Bag;11
1686;Bristly Whisker;5
1687;Retractable Claw;5
1688;Long Soft Tail;10
1689;Deprecated Medium Tiger Pelt;1
1690;Deprecated Fine Panther Whisker;1
1691;Deprecated Ebony Panther Claw;1
1692;Deprecated Shadowmaw Fang;1
1693;Deprecated Shadowmaw Pelt;1
1694;Deprecated Lashtail Hide;1
1695;Deprecated Jungle Stalker Pelt;1
1696;Curved Raptor Talon;3
1697;Keen Raptor Tooth;3
1698;Deprecated Lashtail Claw;1
1699;Deprecated Jungle Stalker Tail;1
1700;Deprecated Blood Totem;6
1701;Curved Basilisk Claw;3
1702;Intact Basilisk Spine;3
1703;Crystal Basilisk Spine;10
1704;Deprecated Cold Basilisk Eye;9
1705;Lesser Moonstone;8
1706;Azuredeep Shards;13
1707;Stormwind Brie;3
1708;Sweet Nectar;3
1710;Greater Healing Potion;3
1711;Scroll of Stamina II;2
1712;Scroll of Spirit II;2
1713;Ankh of Life;11
1714;Necklace of Calisea;11
1715;Polished Jazeraint Armor;11
1716;Robe of the Magi;9
1717;Double Link Tunic;8
1718;Basilisk Hide Pants;11
1719;Deprecated Flint Troll Axe;10
1720;Tanglewood Staff;11
1721;Viking Warhammer;13
1722;Thornstone Sledgehammer;11
1724;Deprecated Jungle Trail Pack;10
1725;Large Knapsack;3
1726;Poison-tipped Bone Spear;9
1727;Sword of Decay;9
1728;Teebu's Blazing Longsword;14
1729;Gunnysack of the Night Watch;3
1730;Worn Mail Belt;1
1731;Worn Mail Boots;1
1732;Worn Mail Bracers;1
1733;Worn Cloak;1
1734;Worn Mail Gloves;1
1735;Worn Mail Pants;1
